date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,25.236152084589346,25.236152084589346,25.110599089143626,25.218215942382812,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,25.236165272987495,25.39759063720703,25.236165272987495,25.39759063720703,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,25.37965043990691,25.46933118351082,25.325841993744564,25.45139503479004,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,25.48726428336512,25.73837033541798,25.469328136789915,25.720434188842773,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,25.810110655095844,25.881855229536693,25.523132357332443,25.828046798706055,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,25.810115814208984,25.863924255795244,25.666626636645628,25.810115814208984,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,25.810115814208984,25.899796550186085,25.774243519818146,25.810115814208984,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,25.720429465185102,25.720429465185102,25.576940318935815,25.630748748779297,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,25.63075368309421,25.684562123296644,25.559009096157624,25.6666259765625,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,25.7025097779339,25.89980748034651,25.7025097779339,25.792190551757812,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,25.75630637625338,25.75630637625338,25.594881057739258,25.594881057739258,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,25.523135358699356,25.523135358699356,24.913306404239922,24.94917869567871,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.949178134451667,24.985050425083518,24.841561262556116,24.931241989135742,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,25.218223607480056,25.218223607480056,24.572522291783553,24.91330909729004,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.913311881690664,25.002992630004883,24.877439582364975,25.002992630004883,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,25.0747342931108,25.12854273579988,25.002989702858695,25.092670440673828,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,25.16442021245779,25.182356363713996,24.94918639738331,25.074739456176758,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,25.092676060347905,25.39759063720703,25.092676060347905,25.39759063720703,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,25.37965043990691,25.46933118351082,25.325841993744564,25.45139503479004,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,25.505204597381873,25.505204597381873,25.361715401334717,25.487268447875977,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,25.57693927525296,25.57693927525296,25.37964170721104,25.41551399230957,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,25.433467456462157,25.792190551757812,25.39759514693259,25.792190551757812,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,25.828050946264717,25.917731678717026,25.79217865328379,25.899795532226562,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.935665234217737,25.935665234217737,25.756303787231445,25.756303787231445,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,25.792181481196227,25.899798371938353,25.66662844199708,25.6845645904541,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,25.73837932341737,26.258527755737305,25.73837932341737,26.258527755737305,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,26.204731804610443,26.222667966009904,26.115050997613146,26.168859481811523,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,26.16884398297311,26.222652435302734,26.061227078313866,26.222652435302734,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,26.24058444150027,26.312329033274708,26.115031405895007,26.150903701782227,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.935682554502748,25.95361871117944,25.720448674382393,25.881874084472656,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,25.863930374671675,26.00741958618164,25.863930374671675,26.00741958618164,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,26.00741958618164,26.079164191936623,26.00741958618164,26.00741958618164,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,25.971557596009447,25.971557596009447,25.810132168962426,25.846004486083984,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,25.953611131865404,26.115036494814117,25.953611131865404,26.00741958618164,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,26.112239846911883,26.112239846911883,25.96807289123535,25.96807289123535,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,25.715765533127822,25.877953262488823,25.697744674309934,25.823890686035156,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,25.89596961666947,25.913990472352605,25.84190704962005,25.877948760986328,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,25.84190704962005,25.98607389508516,25.715761059838087,25.877948760986328,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,25.895977079662075,26.09420654930458,25.859935357908892,26.040143966674805,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,26.02213071266976,26.04015157881427,25.877963783513696,25.895984649658203,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,25.914000301665098,26.130250651887614,25.914000301665098,26.004104614257812,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,26.0401511241752,26.07619285583496,26.004109392515442,26.07619285583496,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,26.148259330422384,26.220342746908734,26.058155059814453,26.058155059814453,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,26.094218977452314,26.094218977452314,25.91401028285665,25.96807289123535,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,25.751808488225365,25.751808488225365,25.427433013916016,25.427433013916016,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,25.625666595480503,25.625666595480503,25.481499694802697,25.5535831451416,172200,0.0,0.0,0.0
1993-04-06 00:00:00-04:00,25.6076505018933,25.6076505018933,25.40942097654437,25.481504440307617,129700,0.0,0.0,0.0
1993-04-07 00:00:00-04:00,25.51753167118129,25.57159423828125,25.46346910408133,25.57159423828125,28000,0.0,0.0,0.0
1993-04-08 00:00:00-04:00,25.679715990431305,25.679715990431305,25.427424043858647,25.53554916381836,180800,0.0,0.0,0.0
1993-04-12 00:00:00-04:00,25.787859452791157,25.914005515802714,25.75181772050214,25.895984649658203,348500,0.0,0.0,0.0
1993-04-13 00:00:00-04:00,25.877944056193034,26.04013172785441,25.859923203786213,25.950027465820312,146100,0.0,0.0,0.0
1993-04-14 00:00:00-04:00,25.968064054826037,25.986084918153466,25.89598060151632,25.91400146484375,119600,0.0,0.0,0.0
1993-04-15 00:00:00-04:00,25.89598060151632,25.968064054826037,25.805876284879172,25.91400146484375,148600,0.0,0.0,0.0
1993-04-16 00:00:00-04:00,25.93202232817118,25.968064054826037,25.87795973818889,25.91400146484375,47900,0.0,0.0,0.0
1993-04-19 00:00:00-04:00,25.91399137933827,25.98607480459373,25.787845385141214,25.805866241455078,157000,0.0,0.0,0.0
1993-04-20 00:00:00-04:00,25.76982229132401,25.805864000822368,25.517530324835526,25.679718017578125,279500,0.0,0.0,0.0
1993-04-21 00:00:00-04:00,25.733786545442733,25.733786545442733,25.589619674039692,25.66170310974121,67900,0.0,0.0,0.0
1993-04-22 00:00:00-04:00,25.5535724960045,25.769822756901572,25.337322235107422,25.337322235107422,97700,0.0,0.0,0.0
1993-04-23 00:00:00-04:00,25.283270581109186,25.35535403251648,25.193166266850064,25.22920799255371,106000,0.0,0.0,0.0
1993-04-26 00:00:00-04:00,25.247221821070234,25.33732611022466,24.958888095776068,25.03097152709961,62600,0.0,0.0,0.0
1993-04-27 00:00:00-04:00,24.99493208637944,25.301286697387695,24.99493208637944,25.301286697387695,156800,0.0,0.0,0.0
1993-04-28 00:00:00-04:00,25.265253302542163,25.31931589876729,25.211190706317037,25.24723243713379,85900,0.0,0.0,0.0
1993-04-29 00:00:00-04:00,25.301274590400745,25.355337142944336,25.157107783617832,25.355337142944336,85000,0.0,0.0,0.0
1993-04-30 00:00:00-04:00,25.445452422770817,25.535556716052582,25.391389846801758,25.391389846801758,88500,0.0,0.0,0.0
1993-05-03 00:00:00-04:00,25.42743710704852,25.5535831451416,25.31931193154016,25.5535831451416,80500,0.0,0.0,0.0
1993-05-04 00:00:00-04:00,25.607638857017832,25.733784861239595,25.571597141525903,25.643680572509766,149100,0.0,0.0,0.0
1993-05-05 00:00:00-04:00,25.64367585960768,25.80586354951384,25.64367585960768,25.71575927734375,109000,0.0,0.0,0.0
1993-05-06 00:00:00-04:00,25.679728250463302,25.697749112393453,25.6076448027427,25.62566566467285,54700,0.0,0.0,0.0
1993-05-07 00:00:00-04:00,25.643677661081195,25.643677661081195,25.535552526881276,25.57159423828125,68000,0.0,0.0,0.0
1993-05-10 00:00:00-04:00,25.6076448027427,25.76983256011405,25.6076448027427,25.62566566467285,113900,0.0,0.0,0.0
1993-05-11 00:00:00-04:00,25.62565478156595,25.733779907226562,25.553571364458872,25.733779907226562,42600,0.0,0.0,0.0
1993-05-12 00:00:00-04:00,25.625670445082395,25.7157747715419,25.625670445082395,25.69775390625,31000,0.0,0.0,0.0
1993-05-13 00:00:00-04:00,25.58961929202164,25.58961929202164,25.373368988145405,25.391389846801758,129100,0.0,0.0,0.0
1993-05-14 00:00:00-04:00,25.391390075737778,25.463473511013117,25.35534835810011,25.373369216918945,63500,0.0,0.0,0.0
1993-05-17 00:00:00-04:00,25.445449602325503,25.463470458984375,25.33732446237228,25.463470458984375,34000,0.0,0.0,0.0
1993-05-18 00:00:00-04:00,25.481497272891296,25.499518133763214,25.355351246787876,25.44545555114746,105200,0.0,0.0,0.0
1993-05-19 00:00:00-04:00,25.44546767690792,25.96807289123535,25.283279851771823,25.96807289123535,50200,0.0,0.0,0.0
1993-05-20 00:00:00-04:00,25.96806052316844,26.040143966674805,25.913997940538664,26.040143966674805,98200,0.0,0.0,0.0
1993-05-21 00:00:00-04:00,26.05815822984919,26.094199942476923,25.787845385141214,25.805866241455078,221400,0.0,0.0,0.0
1993-05-24 00:00:00-04:00,25.85993887486146,26.004105781480895,25.85993887486146,25.91400146484375,30500,0.0,0.0,0.0
1993-05-25 00:00:00-04:00,26.02213549961405,26.02213549961405,25.96807289123535,25.96807289123535,191800,0.0,0.0,0.0
1993-05-26 00:00:00-04:00,26.040153987118444,26.310467004285762,26.022133119307288,26.29244613647461,102400,0.0,0.0,0.0
1993-05-27 00:00:00-04:00,26.328471818685202,26.328471818685202,26.166284107276464,26.20232582092285,53800,0.0,0.0,0.0
1993-05-28 00:00:00-04:00,26.184318050814234,26.184318050814234,25.950046795025806,26.07619285583496,79100,0.0,0.0,0.0
1993-06-01 00:00:00-04:00,26.166290110875938,26.418582164286587,26.13024838896013,26.32847785949707,28300,0.0,0.0,0.0
1993-06-02 00:00:00-04:00,26.2564044008523,26.382550475530383,26.14827919398537,26.29244613647461,20300,0.0,0.0,0.0
1993-06-03 00:00:00-04:00,26.23836753456924,26.23836753456924,26.148263250453272,26.20232582092285,21600,0.0,0.0,0.0
